,state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,mergedBy,mergeCommit,comments,org,repo
349,MERGED,MDExOlB1bGxSZXF1ZXN0MjQzNjE3OTY0,Appveyor configuration and addition of badge,https://github.com/MariaDB/server/pull/1082,2019-01-10T09:35:22Z,2019-03-29T17:08:13Z,2019-01-10T10:58:04Z,{'edges': []},1082,MEMBER,rasmushoj,{'login': 'vaintroub'},{'oid': '2ffa11e33e018fad58c1df4cb1bdb0642ef0f8fd'},"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-01-10T10:58:04Z', 'updatedAt': '2019-01-10T10:58:04Z', 'url': 'https://github.com/MariaDB/server/pull/1082#issuecomment-453055514', 'author': {'login': 'vaintroub'}}}]}",MariaDB,server
350,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQzNDQ1MDky,Make the PYTHON_SHEBANG value configurable,https://github.com/MariaDB/server/pull/1081,2019-01-09T19:20:21Z,2019-01-26T16:27:11Z,2019-01-26T16:27:11Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1081,CONTRIBUTOR,hhorak,,,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-01-09T20:29:10Z', 'updatedAt': '2019-01-09T20:39:41Z', 'url': 'https://github.com/MariaDB/server/pull/1081#issuecomment-452845021', 'author': {'login': 'vaintroub'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-01-09T22:09:23Z', 'updatedAt': '2019-01-09T22:09:23Z', 'url': 'https://github.com/MariaDB/server/pull/1081#issuecomment-452887513', 'author': {'login': 'vuvova'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-14T10:53:12Z', 'updatedAt': '2019-01-14T10:53:12Z', 'url': 'https://github.com/MariaDB/server/pull/1081#issuecomment-453965435', 'author': {'login': 'hhorak'}}}]}",MariaDB,server
351,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQzMzQ1NjMx,Do not import commands library as it is not used,https://github.com/MariaDB/server/pull/1080,2019-01-09T14:08:06Z,2019-01-26T16:27:11Z,2019-01-26T16:27:10Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1080,CONTRIBUTOR,hhorak,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-09T14:37:40Z', 'updatedAt': '2019-01-09T14:37:40Z', 'url': 'https://github.com/MariaDB/server/pull/1080#issuecomment-452718255', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-09T15:26:25Z', 'updatedAt': '2019-01-09T15:26:25Z', 'url': 'https://github.com/MariaDB/server/pull/1080#issuecomment-452735990', 'author': {'login': 'hhorak'}}}]}",MariaDB,server
352,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQzMzM3MzU3,MDEV-18186 assertion failure on missing InnoDB index,https://github.com/MariaDB/server/pull/1079,2019-01-09T13:42:54Z,2019-01-14T13:15:51Z,2019-01-14T13:14:07Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1079,CONTRIBUTOR,kevgs,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-14T13:14:07Z', 'updatedAt': '2019-01-14T13:14:07Z', 'url': 'https://github.com/MariaDB/server/pull/1079#issuecomment-454000298', 'author': {'login': 'dr-m'}}}]}",MariaDB,server
353,MERGED,MDExOlB1bGxSZXF1ZXN0MjQzMjI1OTE0,bb-10.4-galera4 svoj review 4 and 5 fixes,https://github.com/MariaDB/server/pull/1078,2019-01-09T06:35:09Z,2019-01-15T20:12:59Z,2019-01-15T20:12:59Z,{'edges': []},1078,CONTRIBUTOR,sjaakola,{'login': 'svoj'},{'oid': 'dfd9acdf252575e8f07bc6bed3b64690b0787cd5'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-09T19:58:15Z', 'updatedAt': '2019-01-09T19:58:15Z', 'url': 'https://github.com/MariaDB/server/pull/1078#issuecomment-452836303', 'author': {'login': 'svoj'}}}]}",MariaDB,server
354,MERGED,MDExOlB1bGxSZXF1ZXN0MjQzMjI1Mjc2,"bb-10.4-galera4-mw-286-ctas,  Fix for create table as select",https://github.com/MariaDB/server/pull/1077,2019-01-09T06:31:03Z,2019-01-09T07:50:39Z,2019-01-09T07:50:39Z,{'edges': []},1077,CONTRIBUTOR,sjaakola,{'login': 'janlindstrom'},{'oid': 'fd4e31a2101c668ee516bf1dc8b555d82e160a36'},{'edges': []},MariaDB,server
355,MERGED,MDExOlB1bGxSZXF1ZXN0MjQzMTQ0Nzc2,safemalloc: put bad_ptr error arguments in right order,https://github.com/MariaDB/server/pull/1076,2019-01-08T22:27:55Z,2019-01-16T21:51:46Z,2019-01-16T21:18:04Z,{'edges': []},1076,CONTRIBUTOR,grooverdan,{'login': 'svoj'},{'oid': '62a0224666fd0b2790837288cafde009f02e2b52'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-16T21:18:10Z', 'updatedAt': '2019-01-16T21:18:10Z', 'url': 'https://github.com/MariaDB/server/pull/1076#issuecomment-454945495', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-16T21:51:45Z', 'updatedAt': '2019-01-16T21:51:45Z', 'url': 'https://github.com/MariaDB/server/pull/1076#issuecomment-454957444', 'author': {'login': 'grooverdan'}}}]}",MariaDB,server
356,MERGED,MDExOlB1bGxSZXF1ZXN0MjQyOTk5MDkx,Fix MTR test galera_sr.mysql-wsrep#215,https://github.com/MariaDB/server/pull/1075,2019-01-08T14:43:36Z,2019-01-09T06:36:07Z,2019-01-09T06:36:07Z,{'edges': []},1075,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': 'f7fbfa28e4fa358bb0e2990da3d82fe9f5dee417'},{'edges': []},MariaDB,server
357,MERGED,MDExOlB1bGxSZXF1ZXN0MjQyOTE1NjA1,Fix MTR test galera_sr.galera_sr_many_fragments,https://github.com/MariaDB/server/pull/1074,2019-01-08T09:57:22Z,2019-01-08T14:51:07Z,2019-01-08T13:37:33Z,{'edges': []},1074,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': '8dd44b98d2935a9bc94a1a611dec701e5dcbf73d'},{'edges': []},MariaDB,server
358,MERGED,MDExOlB1bGxSZXF1ZXN0MjQyMTkyODc5,remove duplicated paragraph from mysql_install_db.sh,https://github.com/MariaDB/server/pull/1073,2019-01-04T07:34:04Z,2019-01-16T19:56:09Z,2019-01-16T19:56:00Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1073,CONTRIBUTOR,0xAX,{'login': 'svoj'},{'oid': '78f62e9079b6ad3705bb2abb7b48b31143297e86'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-16T19:56:09Z', 'updatedAt': '2019-01-16T19:56:09Z', 'url': 'https://github.com/MariaDB/server/pull/1073#issuecomment-454917656', 'author': {'login': 'svoj'}}}]}",MariaDB,server
359,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQyMDkxODIy,MDEV-18092 Query with the table I_S.PARAMETERS stop working after a …,https://github.com/MariaDB/server/pull/1072,2019-01-03T19:42:59Z,2019-04-18T05:07:33Z,2019-04-18T05:07:33Z,{'edges': []},1072,CONTRIBUTOR,an3l,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-04-18T05:07:33Z', 'updatedAt': '2019-04-18T05:07:33Z', 'url': 'https://github.com/MariaDB/server/pull/1072#issuecomment-484357628', 'author': {'login': 'an3l'}}}]}",MariaDB,server
360,MERGED,MDExOlB1bGxSZXF1ZXN0MjQyMDcyNzUz,Fix for galera.galera_as_slave_nonprim,https://github.com/MariaDB/server/pull/1071,2019-01-03T18:20:51Z,2019-03-29T18:36:40Z,2019-01-04T06:45:13Z,{'edges': []},1071,CONTRIBUTOR,mkaruza,{'login': 'janlindstrom'},{'oid': '18a9ff6bfde04daf68f2a7bf9da618da635622f3'},{'edges': []},MariaDB,server
361,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQyMDUzODYw,remove duplicated paragraph from mysql_install_db.sh,https://github.com/MariaDB/server/pull/1070,2019-01-03T17:00:51Z,2019-01-04T07:34:42Z,2019-01-04T07:33:00Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1070,CONTRIBUTOR,0xAX,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-03T21:13:38Z', 'updatedAt': '2019-01-03T21:13:38Z', 'url': 'https://github.com/MariaDB/server/pull/1070#issuecomment-451279087', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-04T07:34:42Z', 'updatedAt': '2019-01-04T07:34:42Z', 'url': 'https://github.com/MariaDB/server/pull/1070#issuecomment-451370930', 'author': {'login': '0xAX'}}}]}",MariaDB,server
362,MERGED,MDExOlB1bGxSZXF1ZXN0MjQyMDQ3NjIx,Make test galera_sr.mysql-wsrep-features#35 deterministic,https://github.com/MariaDB/server/pull/1069,2019-01-03T16:39:10Z,2019-01-04T06:44:48Z,2019-01-04T06:44:48Z,{'edges': []},1069,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': '909214207d0234443b6566429a7e8135b38fbc5a'},{'edges': []},MariaDB,server
363,MERGED,MDExOlB1bGxSZXF1ZXN0MjQyMDQ1OTAx,Enable streaming in wsrep_open(),https://github.com/MariaDB/server/pull/1068,2019-01-03T16:33:34Z,2019-01-04T06:44:03Z,2019-01-04T06:44:03Z,{'edges': []},1068,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': '2b766503a352d82d25bfbae8780232c80c6d9d7a'},{'edges': []},MariaDB,server
364,OPEN,MDExOlB1bGxSZXF1ZXN0MjQxOTc1Mzk2,MDEV-14978 Client programs to use $MYSQL_HOST consistently,https://github.com/MariaDB/server/pull/1067,2019-01-03T11:58:28Z,2019-01-04T09:01:40Z,,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1067,MEMBER,robertbindar,,,{'edges': []},MariaDB,server
365,MERGED,MDExOlB1bGxSZXF1ZXN0MjQxNzgyOTIz,"Populate wsrep provider name, version and vendor status variables",https://github.com/MariaDB/server/pull/1066,2019-01-02T16:02:40Z,2019-01-03T06:26:10Z,2019-01-03T06:26:09Z,{'edges': []},1066,CONTRIBUTOR,temeo,{'login': 'janlindstrom'},{'oid': '536cdbfc7a29e6e06dc30f5792882d9f3d105acb'},{'edges': []},MariaDB,server
366,MERGED,MDExOlB1bGxSZXF1ZXN0MjQxNjkxMDA5,Record tests in galera_3node_sr suite,https://github.com/MariaDB/server/pull/1065,2019-01-02T08:18:04Z,2019-01-02T09:52:21Z,2019-01-02T09:52:17Z,{'edges': []},1065,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': '01be929739cbdf417669c756c801c8aafa639826'},{'edges': []},MariaDB,server
367,MERGED,MDExOlB1bGxSZXF1ZXN0MjQxNTMzOTQ5,Fixes for galera IPv6 tests,https://github.com/MariaDB/server/pull/1064,2018-12-31T07:18:42Z,2019-01-02T09:52:42Z,2019-01-02T06:18:10Z,{'edges': []},1064,CONTRIBUTOR,mkaruza,{'login': 'janlindstrom'},{'oid': 'a237499f178a61782f6bd5ec31835b367c35de91'},{'edges': []},MariaDB,server
368,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQxMzEwODgy,MDEV-18235 Changes related to fsync(),https://github.com/MariaDB/server/pull/1061,2018-12-28T10:48:45Z,2019-01-25T14:28:11Z,2019-01-25T13:52:45Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1061,CONTRIBUTOR,kevgs,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2018-12-31T22:46:53Z', 'updatedAt': '2018-12-31T22:46:53Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-450696722', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-10T17:46:48Z', 'updatedAt': '2019-01-10T17:46:48Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-453188648', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-10T18:09:36Z', 'updatedAt': '2019-01-10T18:09:36Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-453196229', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-11T10:34:24Z', 'updatedAt': '2019-01-11T10:34:24Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-453473215', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-11T14:17:04Z', 'updatedAt': '2019-01-11T14:17:04Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-453530149', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-11T14:43:09Z', 'updatedAt': '2019-01-11T14:43:09Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-453538754', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-11T19:15:13Z', 'updatedAt': '2019-01-11T19:15:13Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-453626283', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-14T22:12:36Z', 'updatedAt': '2019-01-14T22:12:36Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-454181504', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-15T10:43:03Z', 'updatedAt': '2019-01-15T10:43:03Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-454347359', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-15T14:18:52Z', 'updatedAt': '2019-01-15T14:18:52Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-454407358', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-15T16:38:55Z', 'updatedAt': '2019-01-15T20:37:48Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-454460048', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-16T04:19:24Z', 'updatedAt': '2019-01-16T04:19:24Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-454646529', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-23T09:40:05Z', 'updatedAt': '2019-01-23T09:40:05Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-456734534', 'author': {'login': 'kevgs'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-25T10:54:50Z', 'updatedAt': '2019-01-25T10:54:50Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-457535385', 'author': {'login': 'dr-m'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-25T13:52:45Z', 'updatedAt': '2019-01-25T13:52:45Z', 'url': 'https://github.com/MariaDB/server/pull/1061#issuecomment-457579131', 'author': {'login': 'dr-m'}}}]}",MariaDB,server
369,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQxMjAxMjIw,Replace dynamically allocated memory with local arrays.,https://github.com/MariaDB/server/pull/1060,2018-12-27T18:17:04Z,2019-01-14T13:23:22Z,2019-01-14T12:10:03Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1060,CONTRIBUTOR,kevgs,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-14T12:10:03Z', 'updatedAt': '2019-01-14T12:10:03Z', 'url': 'https://github.com/MariaDB/server/pull/1060#issuecomment-453984194', 'author': {'login': 'dr-m'}}}]}",MariaDB,server
370,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQxMTQ4MDk2,MDEV-17613 MIN/MAX Optimization (Select tables optimized away) does n…,https://github.com/MariaDB/server/pull/1059,2018-12-27T12:57:59Z,2019-08-09T08:42:04Z,2019-08-09T08:42:04Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1059,CONTRIBUTOR,midenok,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-08-09T08:42:04Z', 'updatedAt': '2019-08-09T08:42:04Z', 'url': 'https://github.com/MariaDB/server/pull/1059#issuecomment-519835444', 'author': {'login': 'midenok'}}}]}",MariaDB,server
371,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQwODQ4OTU1,MDEV-17609 mysql client sets wrong application name for Readline library,https://github.com/MariaDB/server/pull/1056,2018-12-25T08:28:42Z,2019-09-04T11:34:49Z,2019-09-04T11:34:49Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1056,CONTRIBUTOR,midenok,,,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-04T11:34:49Z', 'updatedAt': '2019-09-04T11:34:49Z', 'url': 'https://github.com/MariaDB/server/pull/1056#issuecomment-527862103', 'author': {'login': 'robertbindar'}}}]}",MariaDB,server
372,MERGED,MDExOlB1bGxSZXF1ZXN0MjQwNzg2ODg2,Fixes for MTR test galera_sr.galera_sr_kill_query,https://github.com/MariaDB/server/pull/1055,2018-12-24T15:11:23Z,2019-01-02T10:35:44Z,2019-01-02T10:35:44Z,{'edges': []},1055,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': '2b6adf335ec64da5760c21e794fd0d61df5a5989'},{'edges': []},MariaDB,server
373,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQwNzc4Njc5,Update Spider to version 3.3.14.,https://github.com/MariaDB/server/pull/1054,2018-12-24T13:56:41Z,2019-04-16T13:13:43Z,2019-03-28T10:00:47Z,{'edges': [{'node': {'name': 'enhancement'}}]},1054,CONTRIBUTOR,Kentoku,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-03-28T10:00:46Z', 'updatedAt': '2019-03-28T10:00:46Z', 'url': 'https://github.com/MariaDB/server/pull/1054#issuecomment-477528058', 'author': {'login': 'svoj'}}}]}",MariaDB,server
374,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQwNzc4NjYw,Update Spider to version 3.3.14.,https://github.com/MariaDB/server/pull/1053,2018-12-24T13:56:28Z,2019-04-16T13:13:47Z,2019-03-28T10:00:31Z,{'edges': [{'node': {'name': 'enhancement'}}]},1053,CONTRIBUTOR,Kentoku,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-03-13T12:26:27Z', 'updatedAt': '2019-03-13T12:26:27Z', 'url': 'https://github.com/MariaDB/server/pull/1053#issuecomment-472401103', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-03-28T10:00:31Z', 'updatedAt': '2019-03-28T10:00:31Z', 'url': 'https://github.com/MariaDB/server/pull/1053#issuecomment-477527957', 'author': {'login': 'svoj'}}}]}",MariaDB,server
375,MERGED,MDExOlB1bGxSZXF1ZXN0MjQwNzYxMDg4,Ignore Visual Studio Code workspace ,https://github.com/MariaDB/server/pull/1052,2018-12-24T11:24:48Z,2019-03-13T14:51:13Z,2019-03-13T14:51:09Z,{'edges': []},1052,CONTRIBUTOR,an3l,{'login': 'svoj'},{'oid': '51e48b9f8981986257a1cfbdf75e4fc29a5959c1'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-03-13T14:51:13Z', 'updatedAt': '2019-03-13T14:51:13Z', 'url': 'https://github.com/MariaDB/server/pull/1052#issuecomment-472455132', 'author': {'login': 'svoj'}}}]}",MariaDB,server
376,MERGED,MDExOlB1bGxSZXF1ZXN0MjQwNjM1ODUz,Fixes according to Svoj's review #2,https://github.com/MariaDB/server/pull/1047,2018-12-22T13:43:33Z,2019-01-10T13:54:53Z,2019-01-10T13:54:53Z,{'edges': []},1047,CONTRIBUTOR,sjaakola,{'login': 'svoj'},{'oid': '3974d691ee9d6fb935f5ac366fa621b99c49c5fa'},{'edges': []},MariaDB,server
377,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQwNTcwMjU4,Lintian complains about script-not-executable,https://github.com/MariaDB/server/pull/1046,2018-12-21T20:26:02Z,2019-05-30T13:36:48Z,2019-05-30T13:36:48Z,{'edges': []},1046,CONTRIBUTOR,fauust,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-03-13T12:02:05Z', 'updatedAt': '2019-03-13T12:02:05Z', 'url': 'https://github.com/MariaDB/server/pull/1046#issuecomment-472393940', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-03-14T11:40:29Z', 'updatedAt': '2019-03-14T11:40:41Z', 'url': 'https://github.com/MariaDB/server/pull/1046#issuecomment-472816362', 'author': {'login': 'fauust'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-30T13:36:48Z', 'updatedAt': '2019-05-30T13:36:48Z', 'url': 'https://github.com/MariaDB/server/pull/1046#issuecomment-497331647', 'author': {'login': 'svoj'}}}]}",MariaDB,server
378,MERGED,MDExOlB1bGxSZXF1ZXN0MjQwNTY3MjI0,Lintian complains on spelling error,https://github.com/MariaDB/server/pull/1045,2018-12-21T20:10:05Z,2019-12-02T10:41:14Z,2019-12-02T10:41:14Z,{'edges': []},1045,CONTRIBUTOR,fauust,{'login': 'cvicentiu'},{'oid': '2df2238cb86de237c6f57a25adb05dcdce020e8d'},"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-01-22T14:28:17Z', 'updatedAt': '2019-01-22T14:28:17Z', 'url': 'https://github.com/MariaDB/server/pull/1045#issuecomment-456418604', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-03-13T11:57:56Z', 'updatedAt': '2019-03-13T11:57:56Z', 'url': 'https://github.com/MariaDB/server/pull/1045#issuecomment-472392745', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-03-14T11:47:45Z', 'updatedAt': '2019-03-14T11:47:57Z', 'url': 'https://github.com/MariaDB/server/pull/1045#issuecomment-472819011', 'author': {'login': 'fauust'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-06-04T18:37:21Z', 'updatedAt': '2019-06-04T18:37:21Z', 'url': 'https://github.com/MariaDB/server/pull/1045#issuecomment-498791961', 'author': {'login': 'ottok'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-18T09:05:32Z', 'updatedAt': '2019-09-18T09:05:32Z', 'url': 'https://github.com/MariaDB/server/pull/1045#issuecomment-532593826', 'author': {'login': 'fauust'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-09-18T19:01:24Z', 'updatedAt': '2019-09-18T19:01:24Z', 'url': 'https://github.com/MariaDB/server/pull/1045#issuecomment-532821845', 'author': {'login': 'spetrunia'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-09-19T07:40:34Z', 'updatedAt': '2019-09-19T07:41:47Z', 'url': 'https://github.com/MariaDB/server/pull/1045#issuecomment-533008740', 'author': {'login': 'fauust'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-10-01T11:13:45Z', 'updatedAt': '2019-10-01T11:14:11Z', 'url': 'https://github.com/MariaDB/server/pull/1045#issuecomment-536988802', 'author': {'login': 'fauust'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-12-02T10:41:11Z', 'updatedAt': '2019-12-02T10:41:11Z', 'url': 'https://github.com/MariaDB/server/pull/1045#issuecomment-560339021', 'author': {'login': 'cvicentiu'}}}]}",MariaDB,server
379,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQwNDA4MzEx,MDEV-17655 Inconsistent grant-name usage between grant-statement and …,https://github.com/MariaDB/server/pull/1044,2018-12-21T08:51:12Z,2019-05-06T08:41:32Z,2019-05-06T08:41:32Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1044,CONTRIBUTOR,midenok,,,{'edges': []},MariaDB,server
380,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQwNDA3MTcz,MDEV-15458 Segfault in heap_scan() upon UPDATE after ADD SYSTEM VERSIONING,https://github.com/MariaDB/server/pull/1043,2018-12-21T08:45:50Z,2019-05-31T08:32:53Z,2019-05-20T06:36:45Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1043,CONTRIBUTOR,midenok,,,{'edges': []},MariaDB,server
381,CLOSED,MDExOlB1bGxSZXF1ZXN0MjQwMjcyMTcx,MDEV-18045: Backporting the MDEV-15497 changes to 10.2 branch,https://github.com/MariaDB/server/pull/1041,2018-12-20T19:06:54Z,2019-03-13T10:37:49Z,2019-03-13T10:37:48Z,{'edges': []},1041,CONTRIBUTOR,sysprg,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-03-13T10:37:48Z', 'updatedAt': '2019-03-13T10:37:48Z', 'url': 'https://github.com/MariaDB/server/pull/1041#issuecomment-472368907', 'author': {'login': 'janlindstrom'}}}]}",MariaDB,server
382,CLOSED,MDExOlB1bGxSZXF1ZXN0MjM5NzUwMTU3,ORDER BY can stop at a unique index... sometimes,https://github.com/MariaDB/server/pull/1036,2018-12-19T08:31:36Z,2019-05-24T22:11:00Z,2019-05-24T22:10:59Z,{'edges': [{'node': {'name': 'license-mca'}}]},1036,CONTRIBUTOR,grooverdan,,,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-03-13T22:34:24Z', 'updatedAt': '2019-03-13T22:34:24Z', 'url': 'https://github.com/MariaDB/server/pull/1036#issuecomment-472632729', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-24T15:02:11Z', 'updatedAt': '2019-05-24T15:02:11Z', 'url': 'https://github.com/MariaDB/server/pull/1036#issuecomment-495668015', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-05-24T22:10:59Z', 'updatedAt': '2019-05-24T22:10:59Z', 'url': 'https://github.com/MariaDB/server/pull/1036#issuecomment-495801409', 'author': {'login': 'grooverdan'}}}]}",MariaDB,server
